address,comuna,surface_m2,distance_to_metro,price_uf
"Calle José Miguel Carrera 731, Vitacura",Vitacura,41,491,21.63
"Avenida Manuel Rodríguez 713, Lo Barnechea",Lo Barnechea,78,2793,24.35
"Gerardo Meza 420, Maipú",Maipú,82,280,14.71
"Calle Ramón Carnicer 728, Providencia",Providencia,83,789,29.46
"Pasaje José Ríos 673, Estación Central",Estación Central,39,435,11.63
"Avda. Celso Rivera 43, San Miguel",San Miguel,73,50,20.86
"Calle Bastián Córdova 993, San Miguel",San Miguel,30,537,6.87
"Cristina González 673, San Miguel",San Miguel,31,1342,7.28
"Calle Katherine Pérez 707, San Miguel",San Miguel,20,83,10.44
"Pasaje Pedro Aguirre Cerda 8269, La Florida",La Florida,87,57,17.51
"Avda. Colo Colo 810, Providencia",Providencia,31,133,18.85
"Calle Vicuña Mackenna 983, Ñuñoa",Ñuñoa,42,1156,7.89
"César Flores 9764, Maipú",Maipú,31,1029,5.36
"Avda. Los Tilos 3742, Maipú",Maipú,59,665,10.56
"Psje. Ivette Quiñones 3, Maipú",Maipú,38,505,5.0
"Pasaje Jaime Inostroza 54, San Miguel",San Miguel,26,1753,5.0
"Calle Eleuterio Cabello 622, La Florida",La Florida,53,1164,12.52
"Aníbal Pinto 6953, San Miguel",San Miguel,25,1336,7.46
"Pasaje Manuel Rodríguez 47, San Miguel",San Miguel,31,1342,12.33
"Av. Bernardo O'Higgins 4741, Providencia",Providencia,20,823,13.73
"Calle Manuel Rodríguez 24, San Miguel",San Miguel,25,490,9.86
"Benjamín González 336, Lo Barnechea",Lo Barnechea,48,1600,19.13
"Salvador Allende Gossens 446, Ñuñoa",Ñuñoa,20,2083,8.13
"Rebeca Godoy 515, Maipú",Maipú,24,19,5.0
"Los Laureles 249, Providencia",Providencia,44,42,16.37
"Pasaje Mateo Bravo 241, Las Condes",Las Condes,35,2550,14.24
"Matilde Catalán 2409, Las Condes",Las Condes,99,259,37.69
"Clara Farías 8578, Maipú",Maipú,93,1653,16.14
"Lautaro 5020, San Miguel",San Miguel,31,393,7.9
"Calle Carlos González 371, San Miguel",San Miguel,55,101,18.19
"Calle Antonio Varas 769, La Florida",La Florida,60,67,19.2
"Las Azucenas 176, La Florida",La Florida,35,136,13.51
"Yoselin Godoy 4677, Ñuñoa",Ñuñoa,24,230,14.34
"Avda. Diego Barros Arana 860, Santiago",Santiago,44,536,10.62
"Caupolicán 9, La Florida",La Florida,41,967,12.08
"Bárbara Navarrete 539, Santiago",Santiago,37,3438,8.99
"Calle María Córdova 6308, Lo Barnechea",Lo Barnechea,53,466,22.75
"Calle Luis Martínez 650, Maipú",Maipú,33,584,9.3
"Las Mosquetas 849, San Miguel",San Miguel,28,590,8.71
"Calle Las Manzanillas 8268, Providencia",Providencia,46,620,15.41
"Balmaceda 767, San Miguel",San Miguel,52,583,12.9
"Calle Las Lilas 741, Vitacura",Vitacura,27,7,20.52
"Calle Alejandra Gajardo 7500, Las Condes",Las Condes,64,1,26.58
"Calle Maritza Pizarro 7649, La Florida",La Florida,22,82,11.89
"Catalina Cáceres 7952, Vitacura",Vitacura,35,85,21.67
"Calle María Miranda 602, San Miguel",San Miguel,40,976,9.59
"Arturo Prat 476, San Miguel",San Miguel,34,183,15.14
"José Manuel Balmaceda 6, Las Condes",Las Condes,35,1800,13.42
"Sandra Bustos 69, Estación Central",Estación Central,94,2111,18.88
"Paula Villagrán 563, Providencia",Providencia,31,2980,12.63
"Lautaro 44, Ñuñoa",Ñuñoa,118,2238,31.38
"Avda. Las Mosquetas 7491, Ñuñoa",Ñuñoa,53,253,16.48
"Allison Quezada 53, Providencia",Providencia,46,570,17.46
"Calle Los Robles 1464, Vitacura",Vitacura,54,154,24.86
"Renato Cortez 422, Macul",Macul,122,1312,20.75
"Calle Los Aromos 9739, Estación Central",Estación Central,30,1754,5.79
"Raúl Saldivia 8210, Providencia",Providencia,28,1524,9.31
"Calle Carlos Duarte 67, Santiago",Santiago,33,454,11.75
"Av. Los Girasoles 6465, Macul",Macul,45,1137,14.25
"Las Mosquetas 420, La Florida",La Florida,22,82,6.59
"Calle Manuel Rodríguez 246, San Miguel",San Miguel,45,32,19.07
"Avda. Francisco Rojas 2512, Ñuñoa",Ñuñoa,88,1119,24.65
"Avda. Gabriela Cabello 78, Ñuñoa",Ñuñoa,47,443,14.02
"Calle Isidora Concha 708, Macul",Macul,39,4331,10.65
"Pasaje Ramón Carnicer 64, La Florida",La Florida,34,81,10.35
"Matías Castro 2631, Lo Barnechea",Lo Barnechea,64,1548,22.82
"Pasaje Ximena Rojas 3236, Ñuñoa",Ñuñoa,32,523,11.6
"Calle Víctor Herrera 2463, Maipú",Maipú,93,1404,13.55
"Calle Caupolicán 96, La Florida",La Florida,96,1359,19.02
"Paula Jaraquemada 5529, Estación Central",Estación Central,49,1981,8.15
"Pedro Montt 5177, La Florida",La Florida,44,282,8.04
"Calle Diego Portales 4502, Ñuñoa",Ñuñoa,67,2393,20.49
"Domingo Zambrano 32, San Miguel",San Miguel,69,131,14.97
"Marco Vásquez 627, Santiago",Santiago,32,68,9.36
"Calle Luis Droguett 330, Las Condes",Las Condes,36,451,19.44
"Calle Gabriela Mistral 4, San Miguel",San Miguel,26,1409,5.0
"Av. Daniela Espinoza 2771, Macul",Macul,52,513,7.51
"Manuel Rodríguez 80, Lo Barnechea",Lo Barnechea,58,1414,22.94
"Caupolicán 455, La Florida",La Florida,26,1046,6.28
"Calle Caupolicán 9123, San Miguel",San Miguel,37,187,11.61
"Av. Los Abedules 1342, Estación Central",Estación Central,26,2378,5.0
"Calle Vicente Llanos 20, Vitacura",Vitacura,31,50,19.45
"Las Manzanillas 1224, Providencia",Providencia,55,1828,16.81
"Arturo Prat 56, Santiago",Santiago,33,290,14.63
"Vicente Carrillo 5775, Providencia",Providencia,39,554,12.08
"Mackenna 39, Macul",Macul,23,439,9.72
"Calle Los Coihues 838, La Florida",La Florida,48,150,14.62
"Avda. Fernando Sepúlveda 312, Las Condes",Las Condes,43,354,17.01
"Las Rosas 69, San Miguel",San Miguel,33,171,9.02
"Matta 38, San Miguel",San Miguel,41,182,15.41
"Calle Isabella Peña 31, Ñuñoa",Ñuñoa,48,165,15.55
"Calle Arturo Alessandri Palma 4780, Maipú",Maipú,32,537,6.86
"Los Copihues 290, La Florida",La Florida,24,1279,8.7
"Las Mosquetas 4740, Santiago",Santiago,92,673,20.4
"Carolina Rodríguez 5, Macul",Macul,34,1789,5.0
"Esmeralda 3171, San Miguel",San Miguel,43,809,15.47
"Calle Javier Vega 3387, Maipú",Maipú,66,935,11.01
"Calle Bryan Sepúlveda 5265, Santiago",Santiago,183,881,35.31
"Delia Molina 4, Macul",Macul,27,477,9.8
"Avenida Lautaro 8444, Maipú",Maipú,53,935,12.07
"Calle Los Alerces 699, Providencia",Providencia,33,57,21.53
"Calle Arturo Prat 9596, La Florida",La Florida,36,1572,5.0
"Arturo Prat 45, Lo Barnechea",Lo Barnechea,33,1203,16.4
"Los Tilos 4266, Ñuñoa",Ñuñoa,28,225,14.72
"Psje. Julio Cortés 8277, Ñuñoa",Ñuñoa,43,1168,13.78
"Lautaro 1592, Estación Central",Estación Central,24,10,12.01
"Arturo Alessandri 3129, Maipú",Maipú,65,195,16.75
"Avenida Las Rosas 52, Macul",Macul,45,53,11.12
"Calle Manuel Bulnes 7955, Macul",Macul,52,1212,16.47
"Calle Gabriela Jorquera 5629, San Miguel",San Miguel,37,1128,5.74
"Calle Héctor Núñez 6808, Maipú",Maipú,38,1344,5.11
"Calle Benjamín Vicuña Mackenna 500, San Miguel",San Miguel,50,3,15.31
"Nancy Monsalve 22, Ñuñoa",Ñuñoa,28,556,16.37
"Calle Caupolicán 22, Lo Barnechea",Lo Barnechea,38,976,15.28
"Lautaro 915, La Florida",La Florida,31,135,10.49
"Av. Joaquín Alvarado 5, Macul",Macul,31,839,12.59
"Calle Las Rosas 948, Ñuñoa",Ñuñoa,20,70,11.31
"Calle Los Copihues 10, Vitacura",Vitacura,76,160,29.42
"Barros Arana 487, La Florida",La Florida,33,516,8.06
"Los Aromos 76, Vitacura",Vitacura,71,848,31.87
"Psje. Los Calafates 71, Macul",Macul,68,126,18.03
"Calle Mateo Contreras 2622, Estación Central",Estación Central,26,163,13.79
"Calle Fernanda Díaz 4948, San Miguel",San Miguel,28,182,12.5
"Calle Michimalonco 7972, Providencia",Providencia,124,218,39.29
"Cristina Quintanilla 9812, Macul",Macul,90,205,21.18
"Calle Ximena Rojas 76, La Florida",La Florida,44,402,8.99
"Avda. Lautaro 10, San Miguel",San Miguel,49,848,10.38
"Los Copihues 68, Estación Central",Estación Central,34,461,19.88
"Calle Catalina Soto 5052, Las Condes",Las Condes,53,1196,22.72
"Av. Manuela Ramos 7582, San Miguel",San Miguel,33,1016,11.24
"Camila Cofré 10, Macul",Macul,20,108,8.28
"Los Calafates 862, Maipú",Maipú,26,40,14.12
"Enrique Mac Iver 7838, Lo Barnechea",Lo Barnechea,45,1682,20.17
"Calle Alicia Estay 7518, La Florida",La Florida,28,66,15.4
"Calle Juan Alarcón 4101, San Miguel",San Miguel,43,128,18.17
"Avenida Ernesto Fuentes 9921, Ñuñoa",Ñuñoa,29,17,11.06
"Antonio Araya 27, Las Condes",Las Condes,32,791,11.65
"Mario Pereira 70, Maipú",Maipú,62,698,9.67
"Los Tilos 606, Lo Barnechea",Lo Barnechea,49,3468,15.61
"Camila Inostroza 28, Ñuñoa",Ñuñoa,44,1743,14.71
"Calle Los Piñones 879, Providencia",Providencia,63,423,21.47
"O'Higgins 61, Maipú",Maipú,54,371,17.19
"Florencia Padilla 684, Santiago",Santiago,79,281,24.02
"Los Abedules 30, La Florida",La Florida,37,132,11.48
"Los Carrera 768, Providencia",Providencia,37,118,22.1
"Avenida Diego Palacios 9734, Santiago",Santiago,26,113,14.49
"Elena Pincheira 7394, San Miguel",San Miguel,37,96,11.7
"Avda. Lautaro 19, La Florida",La Florida,65,220,10.09
"Los Naranjos 729, Maipú",Maipú,75,292,14.74
"Pedro Montt 7799, Vitacura",Vitacura,65,2607,23.65
"Los Cactus 889, Santiago",Santiago,21,691,8.02
"Avenida Los Tilos 5599, Las Condes",Las Condes,68,3511,23.87
"Francisco Bilbao 4, San Miguel",San Miguel,21,372,8.67
"Valeska Arce 8734, Providencia",Providencia,64,489,24.26
"Arnoldo Jara 998, Ñuñoa",Ñuñoa,38,313,11.78
"Camino José de San Martín 3509, Ñuñoa",Ñuñoa,59,161,21.73
"Gerardo Verdugo 3210, Santiago",Santiago,26,123,9.6
"Camilo Henríquez 1648, Ñuñoa",Ñuñoa,71,2321,20.6
"Av. Esmeralda 945, Macul",Macul,24,3462,8.73
"Avda. Alonso de Ercilla 60, San Miguel",San Miguel,34,36,9.82
"Los Robles 488, Las Condes",Las Condes,29,130,15.26
"Marisol Godoy 91, La Florida",La Florida,22,440,7.4
"Gabriela Mistral 30, Providencia",Providencia,46,164,18.11
"Las Mosquetas 100, San Miguel",San Miguel,92,361,22.87
"Calle Alejandra Sandoval 619, Santiago",Santiago,129,110,27.54
"Calle Yanina Figueroa 4849, Ñuñoa",Ñuñoa,46,487,14.69
"Las Azucenas 846, Las Condes",Las Condes,69,253,25.41
"María Vallejos 20, Ñuñoa",Ñuñoa,49,346,20.04
"Fernando Zúñiga 200, Maipú",Maipú,54,79,12.51
"Calle Esperanza Silva 3444, Santiago",Santiago,38,447,12.36
"Marisol Muñoz 956, Santiago",Santiago,48,3271,15.57
"Lord Thomas Cochrane 3062, Santiago",Santiago,55,318,14.58
"Calle Juan Mackenna 62, Lo Barnechea",Lo Barnechea,35,1672,17.31
"Diego Barros Arana 22, San Miguel",San Miguel,43,1482,14.5
"María Reyes 84, La Florida",La Florida,43,2430,11.24
"Calle Manuel Rodríguez 94, Las Condes",Las Condes,62,1248,22.77
"Avenida Los Pinos 739, Providencia",Providencia,29,862,13.93
"Esmeralda 93, Providencia",Providencia,43,1553,12.28
"Calle Antonella Pérez 2553, San Miguel",San Miguel,96,62,21.21
"Avda. Erick San Martín 3362, Estación Central",Estación Central,71,497,12.24
"Pasaje Antonio Varas 3277, Las Condes",Las Condes,76,3626,31.63
"Francisco Bilbao 685, San Miguel",San Miguel,45,1174,8.91
"Benjamín Torres 325, Lo Barnechea",Lo Barnechea,50,2617,16.39
"Arturo Prat 6857, Estación Central",Estación Central,66,1209,9.19
"María Díaz 6080, Las Condes",Las Condes,83,1662,30.19
"Calle Los Naranjos 844, San Miguel",San Miguel,20,980,7.28
"Avda. Ingrid Figueroa 2784, Macul",Macul,26,1143,10.46
"Los Helechos 849, Macul",Macul,75,592,18.68
"Calle Krishna Cerda 9378, San Miguel",San Miguel,40,2064,6.02
"Calle Esmeralda 4113, Ñuñoa",Ñuñoa,34,1394,9.73
"Paul Arteaga 808, Ñuñoa",Ñuñoa,27,1485,13.4
"Martín Torres 61, Providencia",Providencia,35,894,13.44
"Calle Mario González 36, Providencia",Providencia,25,290,15.77
"Caupolicán 7174, San Miguel",San Miguel,103,29,24.31
"Los Alerces 9537, Providencia",Providencia,44,2194,13.01
"Calle Las Rosas 5673, Providencia",Providencia,43,705,15.77
"Av. Los Tilos 3776, Santiago",Santiago,56,283,12.69
"Bernarda Quezada 7433, Estación Central",Estación Central,65,129,13.26
"Calle Ignacio Varela 664, Santiago",Santiago,65,1415,14.97
"Avenida Las Rosas 20, Las Condes",Las Condes,68,1448,25.72
"Calle Las Rosas 990, Las Condes",Las Condes,34,1347,10.35
"Av. Irma Jara 7189, Estación Central",Estación Central,39,828,8.48
"Sebastián Fernández 964, Providencia",Providencia,60,364,20.81
"Matías Gatica 89, Las Condes",Las Condes,36,290,15.48
"Paola Hernández 85, San Miguel",San Miguel,44,6,15.24
"Las Rosas 982, Santiago",Santiago,52,1434,10.74
"Av. Aníbal Pinto Garmendia 9797, Santiago",Santiago,61,73,20.87
"Ignacia Ponce 512, Providencia",Providencia,21,797,13.16
"Joaquín Delgado 27, Vitacura",Vitacura,59,561,28.16
"Los Cactus 99, Estación Central",Estación Central,40,598,7.89
"Pasaje Los Naranjos 51, Providencia",Providencia,59,2090,17.27
"Calle Iris Martínez 9, Santiago",Santiago,60,25,17.92
"Calle Domingo Santa María 9856, Macul",Macul,85,1187,17.35
"Avda. Pedro de Valdivia 278, Santiago",Santiago,76,42,18.89
"Psje. Los Pinos 309, Ñuñoa",Ñuñoa,76,31,22.95
"Calle Pedro de Valdivia 728, Providencia",Providencia,79,449,27.18
"Pedro Montt 9515, San Miguel",San Miguel,50,52,14.42
"Samuel Mardones 405, Maipú",Maipú,45,1245,10.74
"Avenida José Quiroz 1391, Maipú",Maipú,63,603,14.2
"Psje. Nancy Lillo 5, Las Condes",Las Condes,59,23,28.69
"Avenida Felipe Silva 10, Lo Barnechea",Lo Barnechea,39,33,16.79
"Benjamín Alvarado 5810, Maipú",Maipú,52,758,11.67
"Arturo Prat 7373, Macul",Macul,44,1312,8.82
"Pasaje Lynch 2627, Maipú",Maipú,31,460,5.41
"Avenida Agustina Arriagada 435, Providencia",Providencia,74,646,24.27
"María González 6561, San Miguel",San Miguel,45,1286,13.5
"Calle Los Palmitos 4566, Macul",Macul,101,754,20.13
"Antonella Flores 5116, Santiago",Santiago,23,203,13.52
"Calle Karla Muñoz 8837, San Miguel",San Miguel,35,759,11.21
"Calle Abraham Navarrete 166, Vitacura",Vitacura,45,791,19.24
"Los Alerces 5816, San Miguel",San Miguel,70,1059,18.22
"Calle Las Manzanillas 210, Providencia",Providencia,52,775,20.03
"Perla Henríquez 63, San Miguel",San Miguel,50,2785,8.58
"León Inostroza 2405, Estación Central",Estación Central,28,175,13.81
"Calle Las Rosas 5730, Ñuñoa",Ñuñoa,28,2414,10.4
"Calle Manuel López 51, La Florida",La Florida,50,618,11.43
"Avenida Los Lirios 6939, Lo Barnechea",Lo Barnechea,25,891,10.27
"Pasaje Susana Venegas 1764, Santiago",Santiago,36,83,15.77
"Patricia Yáñez 94, Estación Central",Estación Central,54,383,13.05
"Las Araucarias 4551, Las Condes",Las Condes,30,1173,14.87
"Los Aromos 82, Vitacura",Vitacura,84,981,31.14
"Calle Diego Portales 968, San Miguel",San Miguel,72,32,21.46
"Avda. Los Carrera 40, Las Condes",Las Condes,23,632,14.33
"Psje. Las Lilas 981, Macul",Macul,30,73,10.16
"Los Encinos 975, Maipú",Maipú,20,4388,5.0
"Avda. Sofía Fernández 204, San Miguel",San Miguel,32,1820,9.69
"Avda. Angélica Marín 7538, Providencia",Providencia,60,17,20.67
"Calle Esmeralda 5420, San Miguel",San Miguel,37,1565,9.62
"Avenida Colo Colo 19, Macul",Macul,53,2014,10.59
"Los Aromos 1441, Vitacura",Vitacura,24,349,17.76
"Avda. Los Aromos 441, San Miguel",San Miguel,61,1016,12.87
"Calle Derek Gutiérrez 810, Santiago",Santiago,35,466,13.37
"Fernanda Tello 52, Santiago",Santiago,44,851,10.06
"Saúl Muñoz 88, Providencia",Providencia,43,332,20.15
"Avda. Jhonatan Seguel 332, Macul",Macul,26,311,14.77
"Arturo Prat 342, Las Condes",Las Condes,28,441,11.42
"Calle Las Malvas 33, Lo Barnechea",Lo Barnechea,65,125,27.38
"Benjamín Vicuña Mackenna 190, Maipú",Maipú,52,1422,16.71
"Calle Sara Soto 107, Macul",Macul,68,343,16.79
"Calle Ricardo Ojeda 6200, Vitacura",Vitacura,50,408,22.96
"Calle Valeska Moraga 9536, Providencia",Providencia,47,1795,18.44
"María Jara 150, Providencia",Providencia,22,549,11.12
"Calle Camilo Henríquez 1, Providencia",Providencia,40,628,11.59
"Avda. Esmeralda 830, Providencia",Providencia,44,2507,18.15
"Calle Luis Sanhueza 808, Las Condes",Las Condes,97,1742,27.93
"Avenida Michimalonco 5045, San Miguel",San Miguel,58,148,14.95
"O'Higgins 8281, Macul",Macul,82,512,21.42
"Calle Manuel Rodríguez 523, Santiago",Santiago,56,2840,11.29
"Av. Los Higos 1216, Santiago",Santiago,33,372,8.85
"Calle Manuel Quezada 12, Las Condes",Las Condes,46,371,21.94
"Carmen Andrade 772, Estación Central",Estación Central,49,173,9.99
"María Moya 255, La Florida",La Florida,30,97,7.67
"Pasaje Bárbara Pérez 148, La Florida",La Florida,38,1078,9.49
"Calle Diego Uribe 751, La Florida",La Florida,41,1175,8.68
"Calle Arturo Prat 258, Maipú",Maipú,84,2779,10.57
"Av. Joaquín Orellana 94, San Miguel",San Miguel,20,1187,8.27
"Eusebio Lillo 386, Providencia",Providencia,72,223,27.47
"Calle Perla Maureira 844, Santiago",Santiago,30,32,11.34
"Calle Las Mandarinas 2819, Macul",Macul,25,3383,5.79
"María Álvarez 22, Macul",Macul,71,332,18.35
"José Manuel Balmaceda 7983, San Miguel",San Miguel,59,299,18.26
"Marcelina Méndez 45, Las Condes",Las Condes,73,1891,24.95
"Calle Los Girasoles 970, Ñuñoa",Ñuñoa,61,703,20.77
"Calle Ignacio Pino 1622, Maipú",Maipú,101,193,20.88
"Calle Carlos Quiroz 620, San Miguel",San Miguel,55,1759,14.38
"Arturo Prat 1300, San Miguel",San Miguel,41,4011,9.23
"Calle Gabriela Mistral 86, Providencia",Providencia,51,72,19.24
"Calle Julia González 291, Ñuñoa",Ñuñoa,73,1585,19.8
"Calle Las Mosquetas 3916, Maipú",Maipú,32,396,9.69
"Calle Nicole Saldivia 99, Santiago",Santiago,34,593,14.61
"Mariela Mancilla 960, La Florida",La Florida,39,1970,7.05
"Manuel Rodríguez 2, San Miguel",San Miguel,20,2900,7.79
"Pablo Adasme 100, Santiago",Santiago,47,243,12.88
"Aída Ossandón 733, Providencia",Providencia,21,191,12.5
"Av. Mac Iver 6181, Macul",Macul,45,67,18.23
"Avenida Pedro Aguirre Cerda 358, San Miguel",San Miguel,63,660,16.71
"Katherinne Herrera 4, San Miguel",San Miguel,36,10,10.4
"Av. Las Maravillas 4535, Santiago",Santiago,87,424,18.68
"Calle Los Cactus 569, Maipú",Maipú,24,60,12.86
"Calle Las Manzanillas 3667, Las Condes",Las Condes,71,415,27.43
"Calle Las Rosas 2028, La Florida",La Florida,58,32,12.67
"Carlos López 1794, Providencia",Providencia,22,1442,7.66
"Psje. Sergio Muñoz 6174, San Miguel",San Miguel,132,188,30.06
"Calle Ernesto Figueroa 7, Vitacura",Vitacura,43,318,23.41
"Calle Los Palmitos 5700, Ñuñoa",Ñuñoa,31,1632,10.89
"Calle Mackenna 9, San Miguel",San Miguel,25,1097,13.82
"Arturo Prat 6612, Las Condes",Las Condes,40,197,20.86
"Las Rosas 1610, San Miguel",San Miguel,42,59,13.4
"Las Hortensias 7046, Maipú",Maipú,46,1006,7.39
"Calle Esmeralda 1271, Las Condes",Las Condes,39,396,15.11
"Avda. Diego Barros Arana 3, La Florida",La Florida,57,1162,12.39
"Elisa Pozo 351, San Miguel",San Miguel,38,471,9.83
"Avenida Manuel Rodríguez 850, Santiago",Santiago,20,339,12.56
"Irarrázabal 1446, Providencia",Providencia,42,480,20.49
"Avenida Los Higos 7, Lo Barnechea",Lo Barnechea,20,1104,12.25
"Av. Marcela Jaramillo 4915, Lo Barnechea",Lo Barnechea,51,1860,16.11
"Calle Caupolicán 53, Las Condes",Las Condes,30,40,15.38
"Las Mosquetas 7358, Lo Barnechea",Lo Barnechea,47,594,22.51
"Calle Manuel Bulnes 8512, Santiago",Santiago,75,26,19.0
"Calle Herminio Salinas 66, Maipú",Maipú,30,505,10.99
"Caupolicán 7197, La Florida",La Florida,68,1732,13.93
"Claudio Almonacid 8947, Santiago",Santiago,37,359,11.48
"Avenida Pedro Montt 150, Las Condes",Las Condes,90,2155,28.87
"Mackenna 3974, Providencia",Providencia,38,796,14.72
"Calle Leonel Mena 9466, Ñuñoa",Ñuñoa,31,2176,11.04
"Psje. Carlos Núñez 649, Providencia",Providencia,58,1132,22.66
"Calle Ignacio Hernández 5, San Miguel",San Miguel,37,87,10.69
"Avenida Los Piñones 81, San Miguel",San Miguel,31,210,10.34
"Calle María Morales 4634, Ñuñoa",Ñuñoa,36,400,14.09
"Caupolicán 98, Ñuñoa",Ñuñoa,43,149,18.6
"Avda. Mauricio Vásquez 18, La Florida",La Florida,76,546,13.2
"Matta 60, La Florida",La Florida,20,509,5.0
"Av. Álvaro Casanova 5543, Ñuñoa",Ñuñoa,45,2503,15.48
"Av. Diego Barros Arana 71, Maipú",Maipú,57,454,8.33
"Calle Lautaro 803, Estación Central",Estación Central,48,1232,12.46
"Calle Antonio Segovia 303, Ñuñoa",Ñuñoa,75,2276,20.69
"Camino Esmeralda 189, Ñuñoa",Ñuñoa,43,1676,9.83
"Calle Francisco Bilbao 53, San Miguel",San Miguel,41,187,11.64
"Las Malvas 8171, Maipú",Maipú,56,548,12.65
"Eduardo Oyarzún 1625, Maipú",Maipú,46,341,9.68
"Cristian Pinto 6785, Las Condes",Las Condes,38,408,17.25
"Avenida Arturo Prat 6, Ñuñoa",Ñuñoa,54,358,20.31
"Calle Camila Contreras 928, San Miguel",San Miguel,34,1400,8.35
"Los Girasoles 37, San Miguel",San Miguel,35,481,8.17
"Las Hortensias 83, Lo Barnechea",Lo Barnechea,36,593,15.44
"Psje. Vicuña Mackenna 8819, Maipú",Maipú,76,3234,15.98
"Calle Manuel San Martín 56, Santiago",Santiago,20,49,14.48
"Los Tilos 48, La Florida",La Florida,52,535,6.85
"Los Pinos 80, Maipú",Maipú,45,1189,11.8
"Pedro Aguirre Cerda 30, Macul",Macul,22,131,10.62
"Calle Las Maravillas 68, San Miguel",San Miguel,50,756,14.7
"Los Aromos 1, Santiago",Santiago,54,218,13.72
"Calle Manuel Rodríguez 33, Lo Barnechea",Lo Barnechea,56,1616,16.24
"Av. Ivette Martínez 16, Santiago",Santiago,20,316,9.94
